"county","year","latitude","longitude","rate","county_filename"
"Adair County, IA",1992,41.3350778461538,-94.4731715384615,3.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1993,41.3350778461538,-94.4731715384615,3.5,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1994,41.3350778461538,-94.4731715384615,3.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1995,41.3350778461538,-94.4731715384615,3.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1996,41.3350778461538,-94.4731715384615,3.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1997,41.3350778461538,-94.4731715384615,2.8,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1998,41.3350778461538,-94.4731715384615,2.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",1999,41.3350778461538,-94.4731715384615,2.4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2000,41.3350778461538,-94.4731715384615,2.8,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2001,41.3350778461538,-94.4731715384615,2.7,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2002,41.3350778461538,-94.4731715384615,3.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2003,41.3350778461538,-94.4731715384615,4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2004,41.3350778461538,-94.4731715384615,4.3,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2005,41.3350778461538,-94.4731715384615,4,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2006,41.3350778461538,-94.4731715384615,3.2,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
"Adair County, IA",2007,41.3350778461538,-94.4731715384615,3.6,"http://www.stanford.edu/~trevorld/a3/cache/by_county/Adair_County_IA.csv"
